Review,Rating
"about a week ago i had the pleasure of ordering pick up from this establishment! i read the reviews on yelp so i had several ideas on what was recommended by others to have. some reviews weren't great but we all have an off night! i have to say my expectations weren't too high considering some of reviews. i was very happily surprised by the quality of the food, portions and overall the flavor of the food! when i ordered over the phone they were polite and helpful even though they were closing in 45 minutes when i ordered. when i picked up my order it was ready and still nice hot!! once home i was impressed with the flavor of the sauces, amount of meat in the portions and freshness of the veggies! great job guys!! we will be ordering for pick up again!",5
"great contracted installers, but the company rep was not. installers said to do one thing for my carpet insert, he said to do another, but they were scared to say anything to contradict him. they were right, he was wrong, and now every time i see the carpet insert i'm get angry thinking about it. i would never recommend the company, and just hope a review will help someone else avoid the same issues.",1
"let start by saying i have not given any place a 1 star, i gave this place 1 star because i have to, there is nothing less than a *.

we had a dis-pleasure of going to this place in mid october, i had been here once before and did not think much of the place back than.

this is a place which mostly offers indian\/pakistani, hakka chinese & middle eastern food.

you enter into a restaurant and you say wow this is a really nice restaurant (caution don't be fooled). we were seated glasses on the table were mostly clean but one had a dried lipstick stain on it.

now for the food, very tasteless and blend, seemed dishes were cooked long time ago so were not fresh nothing looked fresh with the exception of fried stuff and chinese rice.

they had problem keeping the serving plates stocked, they kept on running out of food and people had to make several trips to get a one serving (this is the same problem we encountered when we went last time). when i complained i was told that everyone is going at the same time and people should be behave and give some time let others get what they want let us fill up and then others should go (this is what i got out of their logic and told them that this is a buffet and they should be prepared for this situation)

this place in my opinion is not good at all, save you money go to subway and enjoy your food.",1
"i got the farmhouse burger and the chipotle hash. first off, the wait took 20 minutes on a friday at 1pm. then i was served a really dry beef patty. it was obviously previously frozen, but man the dryness was unbearable. it was like biting into sand, not pleasant. now for the hash, it tasted good but i was expecting something other than plain potatoes topped with a chipotle sauce for 2.50$. i have to say i'm pretty disappointed in this place and i am far from picky.",2
"i had a great experiance at tire works.  they explained everything in detail what i needed and also told me the most important repair and repairs that could wait.  being a woman and some car repairs are complicated, they showed me the parts that were needed the time it would take to get them done and cost.  i live close and did not have a ride home since it was going to take some time (but was done the same day) i was offered a ride by one of the workers.  hard to find that kind of service in a big town.  i love the small town, friendly feel at tire works.   it will be my new auto shop!!  thank you chris and art.",4
"i really liked the setting and feel of selwyn.  think of an old grungy irish bar with an awesome patio.  during football this place gets packed and the people that come here are usually a fun group. as a bar this place is great to catch a beer, you don't have to dress up, and the patio is perfect.   it goes downhill though.

we first got our wings ( frozen) that were actually cooked very well.  there are a bunch of sauces to choose from so they were suprisingly very good.  i had the pizza and my friend had a sandwich.  he hated his sandwich, which is suprising because he will eat anything.  my pizza was just ok.  the service took forever and our appetizer and food came out at the same time ( a huge pet peeve of mine).  

the only reason i would come back is for drinking beer outside on the patio.",3
"bought a groupon for this place simply due to the location and the fact that i had never heard of them before. i wasn't expecting much (the cheesy name and small location made me think it was going to be a generic burger joint). my visit has turned me into a believer.

it's a quaint little establishment that basically looks like an upscale fast food joint with a bar (i believe this place used to be d martini's).

i had a cameron's cream ale (oakville brewery that i hadn't seen on tap anywhere else) and the beef tacos and my gf had the chicken burrito. we also shared an order of the cassava fries. everything was delicious and authentic (the tacos were on par with what you'd get at upscale mexican joints like milagro), service was great, the fresh sauces were amazing, and the best part - the prices were incredible. even without the groupon, our meal would have been $25. for a pint of craft beer and two delicious meals i can't complain.

i will definitely be back, i just hope that they shape up their marketing and drum up business so that they stay open. i never would have known this place existed if it wasn't for the groupon.",5
"this is the second time i've been here and the damn restaurant is closed during open hours. i drive from the west valley, 30 miles to try their pastries since they made such a deal about them! 

i'm not willing to sacrifice time, energy or money on this crap show of a business. it gives scottsdale eateries a bad name.",1
"you don't get to take chicken strips from the lunch menu, put them on a very average waffle and call it chicken and waffles!!!!  thesse were by far the worst chicken and waffles i've ever had.  they weren't even good chicken strips.  please please please go find someone's grandmother's fried chicken recipe and start over again.  you should immediately take these things off your menu.  they were horrible!!!!

wow!  ok!  now that i've got that out of my system, the grand lux cafe has always been a ""go to"" spot whenever we've stayed at the venetian.  it's the affordable dining establishment.  overall the food has always been pretty good and they're open 24 hours.  i'm sure i'll stumble in again some time.......",2
"used fandago to purchase my tickets and some kid who scanned my ticket demanded to see inside my purse after scanning my ticket. funny thing is several other younger women  went in ahead of me were not subject to a purse check. typically 64 year old grandmas are not a threat to your theater.  this employee needs more training in how not to be rude to people (especially anyone who is not his age). attended a 11:30 am showing on sunday, 8-9-2015.",1
"i came here for a brunch menu item, not realizing brunch was only on the weekends. so i asked the waitress to to pick for me. she chose the brisket burger. and it's literally the best burger i've ever eaten. i travel a lot for work, and have had a lot of burgers, and this was the best! bun was perfect texture, the taste was insanely good! if you like burgers, you have to have the brisquette!  i waited a little longer than i would have expect for the traffic, but it was completely worth it. service is great too!",5
"food is usually on par here, and this was our 4th time dining here. our server named chris was in ""a hurry"", demonstrated poor communication, and barely attended to us during my wife's birthday dinner, so we were a bit disappointed. he made an annual special occasion a subpar experience for us. 

when he finally took the time to visit us and requested for our order, he did not recommend any wine to us either. neither did he ask ""are you guys celebrating anything special?"" 

so, usually we receive good service here and we go out of our way to travel to pomo, but they (owners and management) truly need to filter out the wait staff that is all about ""making money"", doing more with less and make it more about truly serving customers in a timely way with quality service.

problem we experienced: after he visited us after 20-25 mins of waiting for him to take the order, there
was a delay after this to deliver the wood fired pizza to the table because he held the order,
since the lasagna we ordered took longer to prepare- at least that was the excuse we heard. however, he did not communicate it to us in this way prior to taking order, and we could have opted to have the pizza first which arrived cold at our table! nice job, pomo!!! 

but, pomo- please do yourselves a favor and augment your wait staff and retrain these
young waiters who have no idea how\/when food is prepared and to take time out to serve and understand your customer's needs.",2
very honest!  i went in to have my wedding band checked for loose \/ worn prongs.  the repair gentleman looked it over & said everything was great.  he then cleaned it for me and told me to have a good day.  no charge!  it was a good day!   :),5
"cashier with the tattoo on his right arm is a miserable human, no aloha spirit. food is classic l&l but this guy isn't adding anything to the experience.",2
"fast. friendly. efficient staff. boston cream. wild, wild, west  - charlotte.",3
"exactly what you expect in vegas, lots of white leather, shiney sliver chandeliers, black and dark from the waist down that you can't see two steps ahead of yourself. i think vegas is known for this cheesy excessive mirrors and a few levels of floors to dance and have vip tables on. this is that club, by the end of the night you will be dripping sweat, wasted, and have danced your ass off. those in my opinion are the most important bullet points in a successful club experience. bottle service girl was sweet and mixed shots\/drinks for us. and there was enough security to feel very accessible if you had any problems or questions.

*the main beef i had was the music\/sound system was ridiculously loud, you had to yell to talk to anybody right next to you. if you want to talk to anybody out of their face good luck. my ears were ringing the entire night even after we left the club. the next day i felt totally deaf then it came back slowly. i'm wearing earplugs if i go to pure again. seriously. 
i take off one star what's above and for the so-so dj, play something current if we are spending thousands of dollars to dance play something that the average club age person will relate to. (this is only valid for the night i attended pure and could be totally different night to night.) i was there friday - june 5th, 2009.

*i take off the second star for the bathroom policy with one person in a stall. that alone is just sorta creepy that the bathroom workers are more like yard duties at lunch time at a middle school than people who should be making sure you're having a pleasant club experience.

wouldn't mind going again...",3
"i'm a fan because i just loooove the bruschetta. love it. the bruschetta here is good. it's reliable (although i do think that the campbell location tastes better.... not sure why) and have you tried the tomato jam?!?!?!? try it. just do it. mmmmmm!

yes, it's pricey, but most of these trendy spots tend to be. 
the last time i came, we ordered the plate and the salumi as starters. the salumi is good, but hello, what a stingy little plate! i think 3 little slices of bread, 3 slices of salumi, one little glob of burrata, and 1 baby roasted tomato cut up.... there were 6 of us. sigh. the plate is good, but again, skimpy! i had ordered the same plate about a month prior and it was not that pathetic.

$5 mimosas always please everyone. and wine is $5 a glass every day from 11-5pm. 

anyways, as always, the bruschetta pleased the masses. and i will come back, when i have visitors. or when i get another gift card.",4
"worst car rental experience ever!!

i rented a car here through hotwire on 12\/27. they made us wait over two hours for our car. then they said if we wanted a car right away, we would have to pay an additional $16 per day for a higher performance vehicle. they should have given us the higher performance vehicle with no extra charge, since they dropped the ball!

i also needed to rent the car for an additional day and they said it would cost me $150 for just one day! the customer service is terrible at this hertz and the management is totally unethical, to say the least. i called hertz's customer service after the fact and all they could do was offer me $25 back.

i will never rent from hertz again! ever! use anybody but hertz. and at this location there are like 10 other choices you have, so avoid them like the plague!",1
got the caramel latte. a bit on the pricey side but very good cup. servers are polite.,3
"disappointing!!!
i went here this morning after school to get two sets of their moni siopao and let me tell you, it was the worst decision of my siopao life!! omg!! i came home and bit my siopao, all i got in my mouth was a bunch of bread. so i bite again only, bread. and again, guess what i found, bread!!! i was almost done with my sipao when i found the cute little teaspoon amount of mean they call ""asado"". so disappointing!! i was so upset, i sliced 3 more of the remaining siopao, and they are all the same. all bread with a teaspoon of filling!! bad quality! 

bottom line, do not buy siopao from them. it's all bread. both their big siopaos and mini siopaos are disappointing. just buy them from chowking if you like.",1
i'm pretty new to running and was originally going to buy shoes based on an online suggestion from runner's world but decided to try here first and i'm very glad i did. his suggestion was a different type of shoe than what was suggested online. he gave me three different brands to try after watching my gait. i chose what was most comfortable based on his suggestions and after my first run in them i feel great!,5
amazing...  just do it!  the feta fries are great. the gyros are great. the service is quaint. no complaints!,5
"i want to like this shop, i really do buttttt.....! i dropped my bass off to get it set-up. walk in in see this nice old lady with no bra on and her tats just flopping every which way. i told her i wanted it set up and the first thing she says is set ups are 65. uhhh its 65 for their complete one and 35 for basic ( i checked the website before i went in) the upsell for the gig was a lil irky. so they said it was about a 5-7 day wait. i asked for it to be a rush which is 35 bucks more and was told it would be ready in 2 days. 2 days come and go and i call them on the 3rd asking about my instrument. "" uhh ohh let me check  yeah its done, we called you once but your number was disconnected"" i have had the same number for the last 7 years and sprint is so kind they debit my checking account automatically, so no my phone was no off. i go in and pick it up and still get hit with the rush fee even though they didn't deliver",1
"zero stars!!!!!

do not come here save your self the headache. yes it's cheap but it's not worth it!!!! your eye brows will literally look like line on your face!!!!!! especially one employee in particular she's horrible!!!! every-time without fail i see someone always complaining about her. thank god i never got her till now. she an older lady short hair (with a boy hair cut) we will call her bull dagger she has a resting bit** face!! i mean you can't miss her!!!! first off this is not my first time here this is like my 10th time here. this lady usually does eyebrows and facial waxing upon observation. there's two ladies' that do this though the other lady has long gray hair which is very nice. so don't get them mix up. anyway, she put too much wax like a thick layer usually they put a thin layer to avoid putting off access hair!! i mean come on people common since. and after she put the wax on my eyebrow she put the strip on and smooth's it out. so obviously it had lots of access wax. which as you could image it went everywhere. on the cheek on the temple area almost in my eye unacceptable!! and she was rushing to make matters worse she wasn't even being gentle. also didn't even clean the wax off. no oil no nothing. it seems as if she was mad that she has a job wth. a lot of people out their need a job you should be grateful you have one. and have paying customers like me which make your pay check honey! and you don't treat people that way. it's not our fault the hate your job!! so sure enough its mess up the shape of the brows not to mention much thinner!! ahhh i'm so pissed at this point! when i start to express that i didn't like it. bull dagger stated to say thing that didn't make since and literally bump me out of the way and left. and by the way they don't have a room for waxing it's just this little space in the back with a so called bed that has dirty towels on it, what kind of place is this. after, i requested to speak to a manager about this. the bull dagger, was saying it was my fault?? saying i had thin eyebrow to begin with?? i had a full set of eyebrow people! i wouldn't be getting my eyebrow wax if they were that thin. that makes no since!! she took no responsibly what so ever!! horrible horrible never coming here again. the manager wasn't any better. not good business!! bad customer service!!! girls please don't come here for eyebrows!!! by the way, i didn't have to pay for this service, not like i was going to anyway!!!",1
"this was my second time eating here and it's still my favorite restaurant in vegas.....i'm sure there are places with better food, or a better wine list, but i'm willing to bet they are buried deep inside a hotel or a casino and no matter how much you dress them up, and decorate the room, none can match the amazing ambiance of mon ami gabi.  the food, staff, and atmosphere are unmatched anywhere in vegas and truly reminded me of being in paris fr. .   if you're lucky enough to get seating on the patio, or just inside near the windows you will be treated with the amazing water fountain show at the bellagio every fifteen minutes.  it is most definitely the most romantic place to have dinner in vegas.......you will not be disappointed.",5
"today i had my new garage door opener installed by robert.  one of the two owners.  he was on time , professional, nice and did a great job‼‼he even programmed my homelink in my car.  the price i was quoted is the price i paid.  i highly recommend this company‼",5
"had breakfast this morning. we upgraded our room at checkout and got complimentary buffet tickets. i got to say according to the reviews i saw,  i didnt think i was gonna like this place but i loved it. i was surprised at how good it was. the steak was beautifully cooked. the omelette was delicious and the twice cooked potatoes were d delicious too. would definitely go again",4
"quite possibly, the best steak i've ever eaten.  perfectly prepared - with a signature char that is heavenly.  also delicious creamed spinach.  wonderful crab cake for ap.  great meal! pricey and memorable.",5
"first time visiting. very yummy donuts love how beautiful they look almost too beautiful to eat, also had an amazing delicious latte. the staff is very friendly the decor is modern and chic and the shop is very clean. the prices are very reasonable. we got the cannoli donut and the raspberry donut. i was very surprised and happy to see it was homemade raspberry jam inside not the process stuff that most places put in.",5
"i was attracted to this place because of the reviews and pictures.  i ordered 3 pastrami sandwiches, vegetable broth and 3 mango smoothies.  the server wrote down what and how i wanted the pastrami sandwiches done. this was a waste of time because he got the order wrong.  three sandwiches were done with rye bread when only one was ordered with rye bread.  i can keep going on with what they screwed up on the sandwiches but i'll spare you.  the vegetable broth was supposed to come with quinoa.  i saw none!  i give every business a chance and i want food places to succeed but this place was highly disappointing!  i spent 48$ and change and tipped so it was over 50$.  i've had better sandwich experiences at subway.  the sandwiches for the size are over priced and the pastrami was sub par!  the ratings for this place are not legitimate.  i'll never go back to this place and i wouldn't be surprised if they won't be open in 3 years!",1
"as a full-time realtor, i come across clients needing care for their parents and grandparents from time to time.  i had the fortunate experience of meeting the owner of home care assistance of phx, jeff hill, about a year ago and i've been referring his company ever since. 

they have a wide variety of in-home-care options for most budgets and their caretakers are second to none.  not only do i refer clients to hca i also referred my own family after another company brought bedbugs into their home.  

great and extremely professional company that takes care of your loved ones!  definitely worth 15 minutes of your time if you're seriously considering in-home care.",5
this store used to suck but it looks like recently they've shaped up. top customer service and the pharmacist is very knowledgable.,5
"was not sure if we'd be getting service or not.  came in for dinner & drinks with a small group of ladies and i felt like we were bothering the host and servers for being there.   it took a long time to get menus and once we ordered, it was an hour before we got our food. (3 burgers, 1 salad and 1 mac & cheese).  after awhile the service from our server got a bit better. 

food was good.  if you're wanting to sit and wait a long for service & food and don't mind being snubbed by the staff, this is the place for you.",1
had gargantuan sandwiches and they were horrible. we have probably eaten at least 20 sandwiches from this jimmy johns since they opened. the bread was less than fresh. not enough mayo so they were dry. finally there was a long hair in my wife's sandwich. at $23 it was not cheap. too bad their sandwiches used to be great and dependable. don't know if we will order in the future.,1
"two of us came in on a friday night around 8pm. we were able to find seats at the bar. it should be noted that they don't take reservations. 

i'd recommend the chips and guac to start off. if you're in to margaritas, definitely get the sampler - blood orange is my favorite.

the only tacos i've had were the chicken tacos, which were slightly spicy in a good way. the tacos were served with fresh tortillas separate from the meat and two types of salsa. the taco plate was enough to split between people especially after eating the chips and guac.

i'd definitely come here again!",5
"great vegan and veggie choices.
been here many times. the our last view was a real treat!
i had been craving a chimi for years and the sweet server said he would go back and ask if they could do a vegan one....of course they could! i ordered a bean and cheeze and avocado chimi :d i wish i took a pic of it it was soooo yummy and gooey and ridiculous :d i asked for black beans with mango salsa on top as my side. 

anyway, this place will make you just about anything you want. i even requested the kale salad be put into a wrap before and yep they did it.

service is slow sometimes but always pleasant. the owner is a sweetheart, glad he left what he was doing to open his nacho daddy's ;) 

we had a yelp event at the one at henderson and after that we tried hendo location again after that....ummmm we are not a fan. 

we have had some yummy veggie fajitas here also (don't know if they are a menu item). you can't beat their nachos. i wish they had a cauliflower buffalo vegan nacho like i have made at home then i would truly be in heaven. my fav item is still the kale salad. it's that dressing, that grilled corn, delicious. 


that spicy tofu burrito is out of this world but wow it's freaking spicy i don't know how my bro in law nor my hubby eats that. they always inhale theirs.

i'm not a fan of adult drinks and hubby is allergic to tequila (in an oopma loompa turning orange type of way) so not really sure about their margs etc but my friend said her special tooty fruity marg was super yum and super strong. 

nacho daddy is the nacho daddy.",4
"i wanted to send my daughter something special to her work on her birthday. after reading numerous reviews i choose roadrunner florist. tina was wonderful in helping me select just the right plant for someone who has an allergy to most flowers and manages to kill most plants. the plant is beautiful and should survive well in her office setting. oh, and also the cookies were well received and quickly devoured! great customer service is a priority with me and you certainly accomplished that with your personal touch and attention to detail, as well as timely delivery. thank you again and i am pleased to share my experience with others!",5
"amazing. seriously, went there with 14 girl friends for a bachelorette party and were expecting a cheesy dance show. cheesy, a bit, but hot, young, awesome guys, for sure. we all agreed it was one of the best things we did all weekend. well worth the money. my only complaint are the drinks, but whatever. the show itself was awesome. with a group of girls in vegas for a bachelorette part, go to this show!",5
"there valentines special they are offering this week is a great value! lots of food, several selections all for $32.  includes appetizer, main course, bread, and desert.  pleasant environment, not noisy, and quick service.  our meal was piping hot! they recently remodeled adding extra space and more openness.",4
"excellent food, a relaxed atmosphere, large portions, and outstanding desserts.

for those of you that need someone to come along and tell you where to sit, how to order, how to sit, what to eat, etc. on your ""date night"".....go to starbucks and get yelled at......leave the seats for someone more appreciative.",5
"my lunch partner and i decided we wanted some chicken tenders and fries for lunch.  i had heard about the american deli that recently opened on south blvd so i looked at their website and menu.  we were in luck - they had chicken tenders and fries, so we decided to give them a try.  

the place is clean and the ladies are friendly, but there are some points that stand out instantly once we left their online website and walked into their actual store in person.  it's sparse; i mean, like stark inside.  i noticed the fresh paint on the walls then my eyes fell to the booths and chairs and tables bolted to the floor.?.  really?  my partner also noticed that there was nothing on any of the tables, not even salt & pepper??  the energy of the place was off putting, it felt weird in there to me.

i noticed a few hand written signs all stating completely obvious statements to people with any home training like ""no free cups of water"" and the obligatory ""no public restrooms"".  i also couldn't help but notice printed in all caps right on the receipt ""no refunds, no returns, no exchanges"" which doesn't exactly give one a feeling of confidence in what they're going to get.  there was also an unusual sign at the register saying that they would open and inspect every plate before leaving the counter to be certain it was prepared correctly.  wow.  how many of your customers have come in, ordered, eaten most of it and then asked for a refund or tried to say it wasn't what they ordered?  the answer?  clearly far too many or these types of signs wouldn't be necessary.
  
i watch as other orders are brought to the counter and see the ladies opening the boxes and looking at the food with the customer... no hand washing, no hair nets, no gloves, no nothing.  these ladies are not cooks so aren't held to the same cleanliness standards of hair nets or gloves and they are visibly playing on their phones, touching the register and money = i do not want them putting their hands anywhere near my food! 

my order number was called and i go to the counter and she inspects my food.  it looked pretty enough, and there was a lot of food for the price.  i opened the box at my bolted down table and took a bite of the fries.  they were basic crinkle fries.  then i took a bite of one of the chicken tenders and instantly tasted that familiar fishy overtone of chicken that's been fried in the same oil as fish = yuck!  that was it for me...  i drank a little of my coke, ate a few of the fries and tossed my entire meal in the trash.  we then drove down the street and bought two more lunches at showmar's that were edible.
  
so today's little trial was a complete fail for me and i will certainly not be back.  i wish this place would change it's name because this is as far from a ""deli"" as you could possibly imagine.  no fresh meats or cheeses here.  clearly i am not american deli's target customer just as american deli is not at all my target lunch spot.",2
if not for the slow naan bread delivery this would most certainly be a 5 star review. the food is delicious and for the price it can not be beat. the lunch buffet is always a smart choice and i feel i have to specifically point out how fresh and insanely tasty the naan bread is. i would come here for that alone.,4
"dessert is simply best for all people. the into class is great for anyone just getting started or who needs a refresher. yoga is always great for me. so i liked this place very much. if want to interact with great people while furthering your yoga practice, try out this studio. heidi is especially easy to talk and teach you about the posture and benefit of yoga.",5
"stopped into the because we liked the building's architecture, and i was very excited to discover what we walked into. the bar was too full on a saturday evening to play one of their video games, but their menu was a video game in itself!

although a little overwhelming at first, the game themed drinks menu was very entertaining to read and the drinks wonderfully varied. we went with the lime coconut & slap n tickle. loved how the bartender made it, very flavorful and not too much of anything.

from the menu, the spam maki and pork belly buns stood out. for those who do not turn their nose up at spam meat, the maki roll tasted like a low-carb tempura tuna roll. like, how does one taste rice from a bit of spam...? i enjoyed how the uniqueness. and as for the pork belly buns, they were extremely rich--which was offset by the side of cucumbers you sandwich in there. the pork belly marinade was too flavorful for us, so we did not finish it, but it would go very well with a lighter flavored dish.

the service was also very attentive and efficient. i enjoyed seeing how quickly customers were able to choose their tab using the tablets the server's carried around.

i'll be back for more tastes in the near future!",5
"the nightclub here was waaay too small.  we had gotten there really early, since we had free drink tickets, but when we got in the bar was so crowded it took us forever to get our drinks.  plus, the drinks were much more diluted that i'd like... there were girl dancers laying around, dancing, fanning themselves with these feather fans, which was pretty cool, and the music was actually really great to dance to and we ended up staying the whole night until closing.  the dj played great hip\/hop songs from way back when...like hot in here by nelly, that just brought back memories of great high school days.  however, the venue is just too small, and i'd recommend going next door to tao.",3
"the place feels like a dressed up pizza parlor, probably because that is what it was before the ownership change. the wild mushroom brushetta appetizer was good, flat breads were also good. the crème brulee was delicious. very attentive service and the owner, lincoln, was very friendly as well.",3
"i came there without an appointment and they were all really friendly with me.

now three weeks after my visit my acryl nail prolonging is on the way to grow out and it splits up a lil bit but thats just normal.

i was so fascinated how fast she did her work (tami) and how beautiful she made the nail polish on them...

would definitely recommend this place to everybody for those acryl nails and even for those shellac manicures... it looked really beautiful at the other customers.",5
"these people should run mcdonalds, but not high end restaurant. they rush you from the beginning and constantly remind that you need to leave by certain time as new batch of customers coming soon. good luck with that approach!",1
this park is lovely. there are free roaming deer and you can feed them. you can park your car in the reuteallee.,5
"beware of the service department!  the service quality was decent but their billing and charging practices are poor.  in my case, they calculated my charges incorrectly and when i questioned the service advisor on it, he became very condescending and unnecessarily defensive.

best to avoid this place altogether, but if you must, carefully examine your bill at the end.",1
"excellent service, amazing food! fantastic beer selection! love the new addition which is the patio! they need to open another shop up in barrie but it's worth the drive to newmarket!!!",5
delayed flight by 2 and a half hours. wow! unacceptable!!!! now i have to sit next to this??? lol casino games are here tho so i can spend more money than i already lost in vegas!!!! geez :( lol,2
i was very pleased with my experience at viva salon. i'm new to vegas and was looking for a new stylist. one of my coworkers said she goes here so i gave it a try! my schedule matched up with a stylist named julia. i got highlights and a hair cut. i also got a kerastase deep conditioning treatment for being a new client of hers! my hair looks and feels amazing. the salon is beautiful and everyone i encountered was friendly. needless to say i will be back!,5
"get take out or go late in the morning to avoid the long wait. aside from that, this was the best breakfast i've ever had. period. the pancakes were perfect. i didn't know pancakes could be this good. the bacon and hashbrowns were equally amazing. you might ask, how can you improve upon bacon, hashbrowns, and pancakes?  a fair question. the answer is, go try it and find out, you slacker.",5
came with a large group to have some good eats and cheap drinks. i was blown away by the food. if you want food with flavor this is place is a must stop.,5
"it was my first time ever going here. the food was really good. my aunt brought me here. apparently the name hasn't been changed on yelp yet but its now called meat, chix, and weiners. i got a 12 piece chicken finger with honey bbq sauce. i wasnt a big fan of the sauce but the fingers came out steaming hot and were way better then raising canes in my opinion. i highly recommend trying this place out.",4
"c'était ok, sans plus. 

resto au décor typique italien. l'ambiance était agréable quoi que le resto était vide. une femme et vraisemblablement sa mère étaient assises au fond et parlaient italien avec verve. nous avons commandé une lasagne et des pâtes carbonara. ces dernières ne devaient pas être assez chaudes lors du service puisque l'oeuf n'était pas cuit dans les pâtes, faisant un genre de fond d'assiette gluant. par contre, la lasagne fut bonne et apprécié de mon compagnon. le service était courtois et prompt.",3
"ordered the hertz car at the palms resort in las vegas for 9:00 and the next day and when we arrived at 9:00 the hertz representative was not there. at 9:45 we received a call to pick up the car.

when we went to the car we found it dirty inside and out. the car had recently been smoked in as well. standard dings and dents for a rental car with 34,000 miles.

ford focus 2013 ran poorly, sputtered often on acceleration. 

went to drop the car off exactly 48 hours after we picked it up. of course the hertz representative had to finish her text before we were served. computer down unable to print invoice but was assured invoice would be emailed asap.

a day later received invoice and was billed an extra hour for bringing the car back. of course nothing mentioned the fact that we picked up the car 45 minutes late.

poor service will not use herz again.",1
"i had the goat cheese spinach burger and it tasted very good. service was ok as well. after reading all the negative reviews about the bug on the floor and the poor hygiene, no hand washing after dealing with the cash register and food back and forth etc. i kinda lost my appetite. even though i had a good exprerience at this location and the burger was very tasty, i would like to be sure that every time i go to this location i get the same great service with clean washed hands and no bugs in the kitchen that could end up in my burger. yikes.",5
"tried to buy a printer here on 12\/29\/14, clearly on sale in the store flyer, in-stock. i held the unopened box in my hand. 

the staff were so disorganized and so ill-prepared to do their jobs i left empty handed, they missed the sale all because they don't know how to do their jobs even on a fundamental level. a follow-up phone call demonstrated the store staff simply don't care whatsoever. 

a follow-up check with staples customer service online showed the rep never read the email, only responded to a particular keyword. laziness or lack of skill? perhaps a lack of abilty to read english.

if you shop here be prepared to deal with poorly trained kids as employees.  my money ended up with amazon, free shipping at the same price. this is a good example of why so many brick and mortar stores are closing.

i learned my lesson and will never again darken their door.",1
leah is amazing!! the food is extremely good and so fresh totally great experience! this is our new staple..,5
"i've visited this place about four times. the menu has a decent amount of options. from steak sandwiches, to souvlaki and gyro wraps, they aren't your typical burger place. i always just get the big boy burger combo with a poutine, that's just my go to at a burger joint. to review the food, the burger is indeed quite big as advertised...the poutine was pretty good, not my favourite, very salty, thick potatoes. the burger was tasty, also kind of salty. their options of condiments are good, variety of tasty sauces and fresh veggies. i would say the burger is pretty comparable to hero certified burgers, but a little bigger. very standard prices for a burger joint you're looking at spending around 9-14 dollars. i actually kinda like the layout of the restaurant, its cool and different. every time i've been there they've been playing edm on sirius xm, which is kind of cool and different. 

all in all i'd say its a good place to eat and i'd rather spend my money here keeping this place alive than most chain burger places. but im only going to give it 3 stars...cause im a harsh critic and i only want to give the best of the best 4 stars and above. i would give it 3.5 stars if i could...get on that yelp

cl",3
always go to the clearance section. look at reduced meats and cheeses.,4
i love this place!!!! it is perfect for a quick bite of yummy sushi. prices are great and i love the guys standing in front of you making the sushi for the revolving bar. i eat here about twice a week.,5
"disappointing steak. 
that would be the most important part of a steakhouse experience, and the one i received was completely underwhelming. the service was good and quick, and the restaurant was clean and very nice. 

the kobe beef tartare appetizer was good, not as good as the one at ramsays ""steak"" restaurant though. 

my girlfriend had the wild mushroom ravioli and it was an excellent dish, absolutely delicious. i wish i had ordered that instead of my steak. 

the steak i ordered was the dry aged new york. i ordered medium rare and received something that was cooked past medium but i was too hungry to wait for a replacement as offered by the waiter. it wouldn't have mattered much, as it was a flavorless and stringy cut of meat, with the dry aged flavor only coming through in the last bits around the bone. it was not satisfying and definitely not worth the price. i've had better steaks at outback, and for a quarter of the price. 

i'd stop by for another bowl of that ravioli, but at this time i wouldn't go there for a steak again. i only visited brand because i was staying in the monte carlo, but i should have made the trip up to stk or steak again.",2
by far the best massage i've had. i'll definitely be back and recommend this place to friends and family.,5
"i go back and forth between two states and was asked to provide both i.ds, which i did. the actual manager delinda said she cannot help me with anything because people with my kind of situation has a high fraud in nevada and i would need to get proof i am a citizen here in all and that maybe over the phone will service me. this place is in the mall in a corner and they do not help locals here. while i was there waiting for my ids to return in 20 mins, another family walked out upset as well. buyer beware!",1
"the restaurant is simple but the food is beyond excellent. 

have been there three times. definitely would love to go again. 

the price is quite lovely as well : )",5
"so pleased and happy at the way my baby's first haircut turned out! i absolutely love it! better than i could have imagined. after reading poor reviews and miserable experiences at other establishments that cut kids hair, i decided to give arizona hair a shot. erika was amazing!! i can't praise her enough. not only is she experienced at cutting children's hair as she does her own kids, but she worked quickly yet efficiently with amazing results. she knew exactly what to do to make my baby feel comfortable with the whole experience. i didn't have a screaming crying scared baby which made the process so wonderful. i can't stop staring at my baby's beautiful cut! great job erika!",5
"the food was decent, however, the staff began cleaning the floor with lemon lysol during the middle of our lunch. the smell was unbearable and we ended up just leaving our half eaten lunch behind. really was a waste of money.",1
"the pedicures are great, slightly more expensive than other places, so it's only worth it if you're already shopping in down town summerlin. 
the gel manicure wasn't my favorite. the nail polish collects at the tip making it slightly darker at the tips and is a little bit wavy. i definitely won't be back again for a gel manicure. but i have been here before for a regular (non gel) manicure and it turned out great and the polish lasted an entire week! normally polish lasts me 3-4 days so i was pretty excited about it lasting longer. 
the staff is very friendly here, they don't sit in front of you ignoring you while talking in a different language to their coworkers so i really appreciated that! so i'll give them 4 stars! if only they were better at gel manicures i could give 5 stars but then again maybe i got a nail tech that isn't the best with gel? who knows.",4
